field,region,id,nom_ville,code_ville,note
culture,bourgogne-franche-comte,28,montbard,21,1.7
culture,bretagne,1,landerneau,29,4.4
culture,bretagne,2,roscoff,29,4.3
culture,bretagne,3,pont-labbe,29,4.3
culture,bretagne,4,redon,35,4.3
culture,bretagne,5,le-relecq-kerhuon,29,4.2
culture,bretagne,6,pontivy,56,4.1
culture,bretagne,7,baud,56,4.1
culture,bretagne,8,ploemeur,56,4
culture,bretagne,9,saint-renan,29,4
culture,bretagne,10,betton,35,4
culture,bretagne,11,vitre,35,4
culture,bretagne,12,dinan,22,3.9
culture,bretagne,13,lannilis,29,3.9
culture,bretagne,14,plouay,56,3.9
culture,bretagne,15,rennes,35,3.9
culture,bretagne,16,vannes,56,3.9
culture,bretagne,17,lanester,56,3.9
culture,bretagne,18,quimperle,29,3.8
culture,bretagne,19,châteaulin,29,3.8
culture,bretagne,20,lannion,22,3.8
culture,bretagne,21,brest,29,3.8
culture,bretagne,22,rosporden,29,3.8
culture,bretagne,23,concarneau,29,3.7
culture,bretagne,24,bruz,35,3.7
culture,bretagne,25,auray,56,3.7
culture,bretagne,26,quimper,29,3.7
culture,bretagne,27,morlaix,29,3.6
culture,bretagne,28,ploërmel,56,3.6
culture,bretagne,29,douarnenez,29,3.5
culture,bretagne,30,saint-malo,35,3.5
culture,bretagne,31,fouesnant,29,3.5
culture,bretagne,32,guidel,56,3.4
culture,bretagne,33,hennebont,56,3.4
culture,bretagne,34,fougeres,35,3.4
culture,bretagne,35,quiberon,56,3.4
culture,bretagne,36,guingamp,22,3.4
culture,bretagne,37,penmarch,29,3.3
culture,bretagne,38,lorient,56,3.3
culture,bretagne,39,saint-brieuc,22,3.3
culture,bretagne,40,larmor-plage,56,3.1
culture,bretagne,41,crozon,29,3.1
culture,bretagne,42,carhaix-plouguer,29,2.9
culture,bretagne,43,binic-etables-sur-mer,22,2.9
culture,centre-val-de-loire,1,beaugency,45,4
culture,centre-val-de-loire,2,montlouis-sur-loire,37,4
culture,centre-val-de-loire,3,blere,37,4
culture,centre-val-de-loire,4,olivet,45,3.9
culture,centre-val-de-loire,5,loches,37,3.9
culture,centre-val-de-loire,6,amboise,37,3.8
culture,centre-val-de-loire,7,saint-amand-montrond,18,3.8
culture,centre-val-de-loire,8,saint-jean-de-braye,45,3.8
culture,centre-val-de-loire,9,tours,37,3.8
culture,centre-val-de-loire,10,nogent-le-rotrou,28,3.7
culture,centre-val-de-loire,11,saint-cyr-sur-loire,37,3.6
culture,centre-val-de-loire,12,vendome,41,3.6
culture,centre-val-de-loire,13,le-blanc,36,3.5
culture,centre-val-de-loire,14,joue-les-tours,37,3.4
culture,centre-val-de-loire,15,chartres,28,3.3
culture,centre-val-de-loire,16,la-loupe,28,3.3
culture,centre-val-de-loire,17,blois,41,3.2
culture,centre-val-de-loire,18,bourges,18,3.2
culture,centre-val-de-loire,19,chinon,37,3.1
culture,centre-val-de-loire,20,orleans,45,3.1
culture,centre-val-de-loire,21,châteauroux,36,3
culture,centre-val-de-loire,22,vierzon,18,2.6
culture,centre-val-de-loire,23,dreux,28,2.5
culture,centre-val-de-loire,24,montargis,45,2.3
culture,corse,1,ajaccio-(2a),,3.3
culture,corse,2,bastia-(2b),,3.2
culture,grand-est,1,illkirch-graffenstaden,67,4.2
culture,grand-est,2,nogent-sur-seine,10,4.2
culture,grand-est,3,maizieres-les-metz,57,4.2
culture,grand-est,4,val-de-briey,54,4.1
culture,grand-est,5,wittenheim,68,4.1
culture,grand-est,6,soufflenheim,67,4
culture,grand-est,7,selestat,67,4
culture,grand-est,8,erstein,67,4
culture,grand-est,9,plombieres-les-bains,88,4
culture,grand-est,10,villers-les-nancy,54,3.9
culture,grand-est,11,yutz,57,3.9
culture,grand-est,12,vittel,88,3.9
culture,grand-est,13,toul,54,3.9
culture,grand-est,14,sarreguemines,57,3.8
culture,grand-est,15,nancy,54,3.8
culture,grand-est,16,colmar,68,3.7
culture,grand-est,17,strasbourg,67,3.7
culture,grand-est,18,sarrebourg,57,3.7
culture,grand-est,19,epernay,51,3.7
culture,grand-est,20,metz,57,3.7
culture,grand-est,21,kingersheim,68,3.7
culture,grand-est,22,epinal,88,3.6
culture,grand-est,23,obernai,67,3.6
culture,grand-est,24,thionville,57,3.5
culture,grand-est,25,montigny-les-metz,57,3.5
culture,grand-est,26,rethel,08,3.5
culture,grand-est,27,verdun,55,3.5
culture,grand-est,28,charleville-mezieres,08,3.5
culture,grand-est,29,troyes,10,3.5
culture,grand-est,30,luneville,54,3.5
culture,grand-est,31,saverne,67,3.5
culture,grand-est,32,reims,51,3.4
culture,grand-est,33,golbey,88,3.3
culture,grand-est,34,châlons-en-champagne,51,3.3
culture,grand-est,35,commercy,55,3.3
culture,grand-est,36,bischheim,67,3.3
culture,grand-est,37,mulhouse,68,3.3
culture,grand-est,38,ludres,54,3.2
culture,grand-est,39,saint-die-des-vosges,88,3.2
culture,grand-est,40,tinqueux,51,3.1
culture,grand-est,41,rixheim,68,3.1
culture,grand-est,42,saint-louis,68,3.1
culture,grand-est,43,chaumont,52,3.1
culture,grand-est,44,haguenau,67,3.1
culture,grand-est,45,bar-le-duc,55,3
culture,grand-est,46,sedan,08,3
culture,grand-est,47,moyenmoutier,88,2.9
culture,grand-est,48,schiltigheim,67,2.8
culture,grand-est,49,hayange,57,2.8
culture,grand-est,50,forbach,57,2.7
culture,hauts-de-france,1,oye-plage,62,4.4
culture,hauts-de-france,2,bondues,59,4.3
culture,hauts-de-france,3,compiegne,60,4.2
culture,hauts-de-france,4,frelinghien,59,4.1
culture,hauts-de-france,5,meru,60,4
culture,hauts-de-france,6,marcq-en-baroeul,59,4
culture,hauts-de-france,7,lamorlaye,60,4
culture,hauts-de-france,8,leers,59,3.9
culture,hauts-de-france,9,chauny,02,3.9
culture,hauts-de-france,10,mouvaux,59,3.9
culture,hauts-de-france,11,wambrechies,59,3.9
culture,hauts-de-france,12,avion,62,3.9
culture,hauts-de-france,13,nieppe,59,3.9
culture,hauts-de-france,14,arras,62,3.9
culture,hauts-de-france,15,saint-omer,62,3.8
culture,hauts-de-france,16,coudekerque-branche,59,3.8
culture,hauts-de-france,17,lambersart,59,3.8
culture,hauts-de-france,18,lille,59,3.8
culture,hauts-de-france,19,chambly,60,3.8
culture,hauts-de-france,20,bethune,62,3.8
culture,hauts-de-france,21,hazebrouck,59,3.8
culture,hauts-de-france,22,wavrin,59,3.8
culture,hauts-de-france,23,henin-beaumont,62,3.8
culture,hauts-de-france,24,cambrai,59,3.8
culture,hauts-de-france,25,saint-amand-les-eaux,59,3.7
culture,hauts-de-france,26,marquette-lez-lille,59,3.7
culture,hauts-de-france,27,château-thierry,02,3.7
culture,hauts-de-france,28,la-madeleine,59,3.7
culture,hauts-de-france,29,amiens,80,3.7
culture,hauts-de-france,30,bruay-la-buissiere,62,3.6
culture,hauts-de-france,31,caudry,59,3.6
culture,hauts-de-france,32,leforest,62,3.6
culture,hauts-de-france,33,douai,59,3.6
culture,hauts-de-france,34,villeneuve-dascq,59,3.6
culture,hauts-de-france,35,bailleul,59,3.6
culture,hauts-de-france,36,halluin,59,3.6
culture,hauts-de-france,37,lys-lez-lannoy,59,3.5
culture,hauts-de-france,38,ostricourt,59,3.5
culture,hauts-de-france,39,aulnoye-aymeries,59,3.5
culture,hauts-de-france,40,mons-en-baroeul,59,3.5
culture,hauts-de-france,41,carvin,62,3.5
culture,hauts-de-france,42,bully-les-mines,62,3.5
culture,hauts-de-france,43,bray-dunes,59,3.5
culture,hauts-de-france,44,chantilly,60,3.5
culture,hauts-de-france,45,haubourdin,59,3.5
culture,hauts-de-france,46,noyon,60,3.5
culture,hauts-de-france,47,dunkerque,59,3.4
culture,hauts-de-france,48,mers-les-bains,80,3.4
culture,hauts-de-france,49,armentieres,59,3.4
culture,hauts-de-france,50,roubaix,59,3.4
culture,ile-de-france,1,gournay-sur-marne,93,4.5
culture,ile-de-france,2,neuilly-sur-seine,92,4.4
culture,ile-de-france,3,saint-germain-en-laye,78,4.4
culture,ile-de-france,4,noisy-le-roi,78,4.4
culture,ile-de-france,5,carrieres-sur-seine,78,4.4
culture,ile-de-france,6,montevrain,77,4.3
culture,ile-de-france,7,triel-sur-seine,78,4.3
culture,ile-de-france,8,saint-prix,95,4.3
culture,ile-de-france,9,sevres,92,4.3
culture,ile-de-france,10,feucherolles,78,4.3
culture,ile-de-france,11,cesson,77,4.3
culture,ile-de-france,12,le-raincy,93,4.3
culture,ile-de-france,13,nogent-sur-marne,94,4.3
culture,ile-de-france,14,velizy-villacoublay,78,4.2
culture,ile-de-france,15,le-vesinet,78,4.2
culture,ile-de-france,16,vincennes,94,4.2
culture,ile-de-france,17,orsay,91,4.2
culture,ile-de-france,18,saint-maur-des-fosses,94,4.2
culture,ile-de-france,19,fontainebleau,77,4.2
culture,ile-de-france,20,beynes,78,4.2
culture,ile-de-france,21,viroflay,78,4.2
culture,ile-de-france,22,yerres,91,4.2
culture,ile-de-france,23,magny-le-hongre,77,4.1
culture,ile-de-france,24,charenton-le-pont,94,4.1
culture,ile-de-france,25,beauchamp,95,4.1
culture,ile-de-france,26,sceaux,92,4.1
culture,ile-de-france,27,le-coudray-montceaux,91,4.1
culture,ile-de-france,28,voisins-le-bretonneux,78,4.1
culture,ile-de-france,29,le-plessis-robinson,92,4.1
culture,ile-de-france,30,tournan-en-brie,77,4.1
culture,ile-de-france,31,pontoise,95,4.1
culture,ile-de-france,32,cormeilles-en-parisis,95,4.1
culture,ile-de-france,33,levallois-perret,92,4
culture,ile-de-france,34,bry-sur-marne,94,4
culture,ile-de-france,35,joinville-le-pont,94,4
culture,ile-de-france,36,montrouge,92,4
culture,ile-de-france,37,brie-comte-robert,77,4
culture,ile-de-france,38,marly-le-roi,78,4
culture,ile-de-france,39,versailles,78,4
culture,ile-de-france,40,houdan,78,4
culture,ile-de-france,41,mennecy,91,4
culture,ile-de-france,42,gif-sur-yvette,91,4
culture,ile-de-france,43,antony,92,4
culture,ile-de-france,44,deuil-la-barre,95,4
culture,ile-de-france,45,lisle-adam,95,4
culture,ile-de-france,46,elancourt,78,4
culture,ile-de-france,47,meaux,77,3.9
culture,ile-de-france,48,bois-le-roi,77,3.9
culture,ile-de-france,49,thiais,94,3.9
culture,ile-de-france,50,le-plessis-bouchard,95,3.9
culture,normandie,1,ifs,14,4.5
culture,normandie,2,pacy-sur-eure,27,4.2
culture,normandie,3,bayeux,14,4.1
culture,normandie,4,bolbec,76,4
culture,normandie,5,trouville-sur-mer,14,3.9
culture,normandie,6,avranches,50,3.8
culture,normandie,7,caen,14,3.8
culture,normandie,8,coutances,50,3.8
culture,normandie,9,louviers,27,3.8
culture,normandie,10,herouville-saint-clair,14,3.8
culture,normandie,11,honfleur,14,3.7
culture,normandie,12,sotteville-les-rouen,76,3.7
culture,normandie,13,alençon,61,3.6
culture,normandie,14,deville-les-rouen,76,3.6
culture,normandie,15,yvetot,76,3.6
culture,normandie,16,rouen,76,3.6
culture,normandie,17,granville,50,3.6
culture,normandie,18,gisors,27,3.6
culture,normandie,19,bernay,27,3.5
culture,normandie,20,dieppe,76,3.5
culture,normandie,21,le-havre,76,3.4
culture,normandie,22,caudebec-les-elbeuf,76,3.4
culture,normandie,23,cherbourg-en-cotentin,50,3.4
culture,normandie,24,deauville,14,3.4
culture,normandie,25,vernon,27,3.3
culture,normandie,26,evreux,27,3.3
culture,normandie,27,maromme,76,3.3
culture,normandie,28,fecamp,76,3.1
culture,normandie,29,lisieux,14,2.9
culture,normandie,30,eu,76,2.9
culture,normandie,31,le-petit-quevilly,76,2.9
culture,normandie,32,saint-lo,50,2.8
culture,normandie,33,darnetal,76,2.6
culture,normandie,34,elbeuf,76,2.5
culture,normandie,35,flers,61,2.3
culture,normandie,36,pirou,50,2.1
culture,nouvelle-aquitaine,1,blanquefort,33,4.5
culture,nouvelle-aquitaine,2,gradignan,33,4.5
culture,nouvelle-aquitaine,3,saint-loubes,33,4.4
culture,nouvelle-aquitaine,4,nerac,47,4.2
culture,nouvelle-aquitaine,5,cadaujac,33,4
culture,nouvelle-aquitaine,6,pessac,33,3.9
culture,nouvelle-aquitaine,7,talence,33,3.9
culture,nouvelle-aquitaine,8,parthenay,79,3.8
culture,nouvelle-aquitaine,9,cestas,33,3.8
culture,nouvelle-aquitaine,10,poitiers,86,3.8
culture,nouvelle-aquitaine,11,saint-maixent-lecole,79,3.8
culture,nouvelle-aquitaine,12,villenave-dornon,33,3.8
culture,nouvelle-aquitaine,13,sarlat-la-caneda,24,3.7
culture,nouvelle-aquitaine,14,biganos,33,3.7
culture,nouvelle-aquitaine,15,anglet,64,3.7
culture,nouvelle-aquitaine,16,eysines,33,3.7
culture,nouvelle-aquitaine,17,parempuyre,33,3.7
culture,nouvelle-aquitaine,18,saint-medard-en-jalles,33,3.7
culture,nouvelle-aquitaine,19,saint-paul-les-dax,40,3.7
culture,nouvelle-aquitaine,20,agen,47,3.7
culture,nouvelle-aquitaine,21,bordeaux,33,3.7
culture,nouvelle-aquitaine,22,biarritz,64,3.6
culture,nouvelle-aquitaine,23,saint-jean-de-luz,64,3.6
culture,nouvelle-aquitaine,24,bruges,33,3.6
culture,nouvelle-aquitaine,25,gujan-mestras,33,3.6
culture,nouvelle-aquitaine,26,merignac,33,3.6
culture,nouvelle-aquitaine,27,le-taillan-medoc,33,3.5
culture,nouvelle-aquitaine,28,limoges,87,3.5
culture,nouvelle-aquitaine,29,saint-jean-dangely,17,3.5
culture,nouvelle-aquitaine,30,brive-la-gaillarde,19,3.5
culture,nouvelle-aquitaine,31,bayonne,64,3.5
culture,nouvelle-aquitaine,32,dax,40,3.4
culture,nouvelle-aquitaine,33,saintes,17,3.4
culture,nouvelle-aquitaine,34,la-rochelle,17,3.4
culture,nouvelle-aquitaine,35,cognac,16,3.4
culture,nouvelle-aquitaine,36,hendaye,64,3.4
culture,nouvelle-aquitaine,37,châtelaillon-plage,17,3.4
culture,nouvelle-aquitaine,38,niort,79,3.4
culture,nouvelle-aquitaine,39,pau,64,3.4
culture,nouvelle-aquitaine,40,arcachon,33,3.4
culture,nouvelle-aquitaine,41,lormont,33,3.4
culture,nouvelle-aquitaine,42,andernos-les-bains,33,3.4
culture,nouvelle-aquitaine,43,perigueux,24,3.3
culture,nouvelle-aquitaine,44,angouleme,16,3.3
culture,nouvelle-aquitaine,45,marmande,47,3.3
culture,nouvelle-aquitaine,46,ambares-et-lagrave,33,3.3
culture,nouvelle-aquitaine,47,bressuire,79,3.3
culture,nouvelle-aquitaine,48,begles,33,3.3
culture,nouvelle-aquitaine,49,langon,33,3.3
culture,nouvelle-aquitaine,50,biscarrosse,40,3.3
culture,occitanie,1,tournefeuille,31,4.3
culture,occitanie,2,la-grande-motte,34,4.1
culture,occitanie,3,blagnac,31,4
culture,occitanie,4,figeac,46,4
culture,occitanie,5,castelsarrasin,82,4
culture,occitanie,6,lattes,34,4
culture,occitanie,7,le-barcares,66,4
culture,occitanie,8,mende,48,3.9
culture,occitanie,9,uzes,30,3.9
culture,occitanie,10,auterive,31,3.9
culture,occitanie,11,serignan,34,3.9
culture,occitanie,12,saint-gely-du-fesc,34,3.9
culture,occitanie,13,ceret,66,3.9
culture,occitanie,14,gaillac,81,3.8
culture,occitanie,15,servian,34,3.8
culture,occitanie,16,collioure,66,3.8
culture,occitanie,17,albi,81,3.8
culture,occitanie,18,lodeve,34,3.7
culture,occitanie,19,villefranche-de-rouergue,12,3.7
culture,occitanie,20,bagneres-de-bigorre,65,3.7
culture,occitanie,21,pezenas,34,3.7
culture,occitanie,22,villeneuve-tolosane,31,3.7
culture,occitanie,23,saint-cyprien,66,3.7
culture,occitanie,24,ramonville-saint-agne,31,3.7
culture,occitanie,25,saint-gilles,30,3.7
culture,occitanie,26,canet-en-roussillon,66,3.7
culture,occitanie,27,marseillan,34,3.6
culture,occitanie,28,saint-jean-de-vedas,34,3.6
culture,occitanie,29,muret,31,3.6
culture,occitanie,30,gruissan,11,3.6
culture,occitanie,31,mauguio,34,3.6
culture,occitanie,32,saint-laurent-de-la-salanque,66,3.5
culture,occitanie,33,toulouse,31,3.5
culture,occitanie,34,montpellier,34,3.5
culture,occitanie,35,sainte-marie-la-mer,66,3.5
culture,occitanie,36,lunel,34,3.5
culture,occitanie,37,perols,34,3.5
culture,occitanie,38,revel,31,3.5
culture,occitanie,39,plaisance-du-touch,31,3.5
culture,occitanie,40,saint-orens-de-gameville,31,3.5
culture,occitanie,41,banyuls-sur-mer,66,3.5
culture,occitanie,42,montauban,82,3.4
culture,occitanie,43,thuir,66,3.4
culture,occitanie,44,cabestany,66,3.4
culture,occitanie,45,limoux,11,3.4
culture,occitanie,46,castelnaudary,11,3.4
culture,occitanie,47,elne,66,3.4
culture,occitanie,48,aigues-mortes,30,3.4
culture,occitanie,49,saint-esteve,66,3.4
culture,occitanie,50,rodez,12,3.3
culture,pays-de-la-loire,1,montaigu-vendee,85,4.4
culture,pays-de-la-loire,2,saint-gilles-croix-de-vie,85,4.2
culture,pays-de-la-loire,3,beaucouze,49,4.2
culture,pays-de-la-loire,4,châteaubriant,44,4.2
culture,pays-de-la-loire,5,thouare-sur-loire,44,4.2
culture,pays-de-la-loire,6,saint-etienne-de-montluc,44,4.1
culture,pays-de-la-loire,7,carquefou,44,4.1
culture,pays-de-la-loire,8,luçon,85,4
culture,pays-de-la-loire,9,la-fleche,72,4
culture,pays-de-la-loire,10,vertou,44,4
culture,pays-de-la-loire,11,aizenay,85,4
culture,pays-de-la-loire,12,sainte-luce-sur-loire,44,3.9
culture,pays-de-la-loire,13,mayenne,53,3.9
culture,pays-de-la-loire,14,montoir-de-bretagne,44,3.9
culture,pays-de-la-loire,15,clisson,44,3.9
culture,pays-de-la-loire,16,la-baule-escoublac,44,3.9
culture,pays-de-la-loire,17,saint-jean-de-monts,85,3.9
culture,pays-de-la-loire,18,les-herbiers,85,3.9
culture,pays-de-la-loire,19,cholet,49,3.8
culture,pays-de-la-loire,20,savenay,44,3.8
culture,pays-de-la-loire,21,angers,49,3.8
culture,pays-de-la-loire,22,saint-hilaire-de-riez,85,3.8
culture,pays-de-la-loire,23,guerande,44,3.8
culture,pays-de-la-loire,24,la-chapelle-sur-erdre,44,3.8
culture,pays-de-la-loire,25,challans,85,3.8
culture,pays-de-la-loire,26,pontchâteau,44,3.7
culture,pays-de-la-loire,27,pornic,44,3.7
culture,pays-de-la-loire,28,les-sables-dolonne,85,3.7
culture,pays-de-la-loire,29,saint-sebastien-sur-loire,44,3.6
culture,pays-de-la-loire,30,la-roche-sur-yon,85,3.6
culture,pays-de-la-loire,31,fontenay-le-comte,85,3.6
culture,pays-de-la-loire,32,avrille,49,3.6
culture,pays-de-la-loire,33,laval,53,3.6
culture,pays-de-la-loire,34,reze,44,3.6
culture,pays-de-la-loire,35,orvault,44,3.6
culture,pays-de-la-loire,36,nantes,44,3.5
culture,pays-de-la-loire,37,saumur,49,3.4
culture,pays-de-la-loire,38,la-ferte-bernard,72,3.4
culture,pays-de-la-loire,39,le-croisic,44,3.4
culture,pays-de-la-loire,40,le-mans,72,3.4
culture,pays-de-la-loire,41,saint-herblain,44,3.4
culture,pays-de-la-loire,42,couëron,44,3.3
culture,pays-de-la-loire,43,saint-brevin-les-pins,44,3.3
culture,pays-de-la-loire,44,la-tranche-sur-mer,85,3.3
culture,pays-de-la-loire,45,blain,44,3.2
culture,pays-de-la-loire,46,saint-nazaire,44,3.1
culture,provence-alpes-cote-dazur,1,gradignan,33,4.5
culture,provence-alpes-cote-dazur,2,saint-prix,95,4.5
culture,provence-alpes-cote-dazur,3,roscoff,29,4.4
culture,provence-alpes-cote-dazur,4,gemenos,13,4.4
culture,provence-alpes-cote-dazur,5,montevrain,77,4.4
culture,provence-alpes-cote-dazur,6,beaucouze,49,4.4
culture,provence-alpes-cote-dazur,7,paray-le-monial,71,4.4
culture,provence-alpes-cote-dazur,8,magny-le-hongre,77,4.3
culture,provence-alpes-cote-dazur,9,pacy-sur-eure,27,4.3
culture,provence-alpes-cote-dazur,10,plan-de-cuques,13,4.3
