field,region,id,nom_ville,code_ville,note
nb-habitant,auvergne-rhone-alpes,47,riom,63,18 736
nb-habitant,auvergne-rhone-alpes,48,le-puy-en-velay,43,18 629
nb-habitant,auvergne-rhone-alpes,49,meylan,38,18 573
nb-habitant,auvergne-rhone-alpes,50,ecully,69,18 361
nb-habitant,bourgogne-franche-comte,1,dijon,21,159 346
nb-habitant,bourgogne-franche-comte,2,besançon,25,119 198
nb-habitant,bourgogne-franche-comte,3,belfort,90,45 155
nb-habitant,bourgogne-franche-comte,4,chalon-sur-saone,71,45 031
nb-habitant,bourgogne-franche-comte,5,auxerre,89,34 778
nb-habitant,bourgogne-franche-comte,6,mâcon,71,34 448
nb-habitant,bourgogne-franche-comte,7,nevers,58,32 830
nb-habitant,bourgogne-franche-comte,8,sens,89,27 034
nb-habitant,bourgogne-franche-comte,9,montbeliard,25,25 573
nb-habitant,bourgogne-franche-comte,10,dole,39,23 775
nb-habitant,bourgogne-franche-comte,11,le-creusot,71,20 731
nb-habitant,bourgogne-franche-comte,12,beaune,21,20 032
nb-habitant,bourgogne-franche-comte,13,pontarlier,25,17 849
nb-habitant,bourgogne-franche-comte,14,lons-le-saunier,39,17 043
nb-habitant,bourgogne-franche-comte,15,montceau-les-mines,71,16 831
nb-habitant,bourgogne-franche-comte,16,vesoul,70,15 130
nb-habitant,bourgogne-franche-comte,17,chenove,21,14 445
nb-habitant,bourgogne-franche-comte,18,audincourt,25,13 944
nb-habitant,bourgogne-franche-comte,19,autun,71,13 145
nb-habitant,bourgogne-franche-comte,20,talant,21,11 894
nb-habitant,bourgogne-franche-comte,21,chevigny-saint-sauveur,21,10 944
nb-habitant,bourgogne-franche-comte,22,valentigney,25,10 765
nb-habitant,bourgogne-franche-comte,23,hericourt,70,10 478
nb-habitant,bourgogne-franche-comte,24,cosne-cours-sur-loire,58,9 437
nb-habitant,bourgogne-franche-comte,25,paray-le-monial,71,9 239
nb-habitant,bourgogne-franche-comte,26,joigny,89,9 218
nb-habitant,bourgogne-franche-comte,27,varennes-vauzelles,58,9 180
nb-habitant,bourgogne-franche-comte,28,quetigny,21,8 869
nb-habitant,bourgogne-franche-comte,29,fontaine-les-dijon,21,8 847
nb-habitant,bourgogne-franche-comte,30,saint-claude,39,8 727
nb-habitant,bourgogne-franche-comte,31,longvic,21,8 676
nb-habitant,bourgogne-franche-comte,32,saint-vallier,71,8 503
nb-habitant,bourgogne-franche-comte,33,champagnole,39,8 000
nb-habitant,bourgogne-franche-comte,34,charnay-les-mâcon,71,7 969
nb-habitant,bourgogne-franche-comte,35,lure,70,7 918
nb-habitant,bourgogne-franche-comte,36,auxonne,21,7 602
nb-habitant,bourgogne-franche-comte,37,digoin,71,7 498
nb-habitant,bourgogne-franche-comte,38,saint-apollinaire,21,7 490
nb-habitant,bourgogne-franche-comte,39,migennes,89,7 068
nb-habitant,bourgogne-franche-comte,40,morteau,25,6 867
nb-habitant,bourgogne-franche-comte,41,luxeuil-les-bains,70,6 659
nb-habitant,bourgogne-franche-comte,42,gueugnon,71,6 616
nb-habitant,bourgogne-franche-comte,43,saint-remy,71,6 541
nb-habitant,bourgogne-franche-comte,44,louhans,71,6 454
nb-habitant,bourgogne-franche-comte,45,avallon,89,6 387
nb-habitant,bourgogne-franche-comte,46,saint-marcel,71,6 199
nb-habitant,bourgogne-franche-comte,47,châtenoy-le-royal,71,6 145
nb-habitant,bourgogne-franche-comte,48,blanzy,71,6 012
nb-habitant,bourgogne-franche-comte,49,grand-charmont,25,5 857
nb-habitant,bourgogne-franche-comte,50,seloncourt,25,5 784
nb-habitant,bretagne,1,rennes,35,225 081
nb-habitant,bretagne,2,brest,29,139 619
nb-habitant,bretagne,3,quimper,29,63 642
nb-habitant,bretagne,4,lorient,56,57 846
nb-habitant,bretagne,5,vannes,56,54 420
nb-habitant,bretagne,6,saint-malo,35,47 323
nb-habitant,bretagne,7,saint-brieuc,22,44 224
nb-habitant,bretagne,8,lanester,56,23 026
nb-habitant,bretagne,9,fougeres,35,20 653
nb-habitant,bretagne,10,concarneau,29,20 607
nb-habitant,bretagne,11,lannion,22,20 344
nb-habitant,bretagne,12,bruz,35,19 651
nb-habitant,bretagne,13,vitre,35,18 998
nb-habitant,bretagne,14,ploemeur,56,18 591
nb-habitant,bretagne,15,cesson-sevigne,35,17 716
nb-habitant,bretagne,16,lamballe-armor,22,16 845
nb-habitant,bretagne,17,landerneau,29,16 206
nb-habitant,bretagne,18,hennebont,56,15 746
nb-habitant,bretagne,19,guipavas,29,15 460
nb-habitant,bretagne,20,morlaix,29,14 903
nb-habitant,bretagne,21,pontivy,56,14 774
nb-habitant,bretagne,22,plerin,22,14 704
nb-habitant,bretagne,23,dinan,22,14 675
nb-habitant,bretagne,24,auray,56,14 222
nb-habitant,bretagne,25,douarnenez,29,14 163
nb-habitant,bretagne,26,saint-jacques-de-la-lande,35,13 656
nb-habitant,bretagne,27,plouzane,29,13 473
nb-habitant,bretagne,28,plougastel-daoulas,29,13 445
nb-habitant,bretagne,29,betton,35,12 695
nb-habitant,bretagne,30,quimperle,29,12 313
nb-habitant,bretagne,31,guidel,56,11 947
nb-habitant,bretagne,32,saint-ave,56,11 927
nb-habitant,bretagne,33,pace,35,11 918
nb-habitant,bretagne,34,le-relecq-kerhuon,29,11 791
nb-habitant,bretagne,35,ploufragan,22,11 369
nb-habitant,bretagne,36,châteaugiron,35,10 518
nb-habitant,bretagne,37,chantepie,35,10 232
nb-habitant,bretagne,38,dinard,35,10 219
nb-habitant,bretagne,39,fouesnant,29,10 098
nb-habitant,bretagne,40,ploërmel,56,9 879
nb-habitant,bretagne,41,saint-gregoire,35,9 837
nb-habitant,bretagne,42,loudeac,22,9 762
nb-habitant,bretagne,43,le-rheu,35,9 535
nb-habitant,bretagne,44,redon,35,9 312
nb-habitant,bretagne,45,landivisiau,29,9 192
nb-habitant,bretagne,46,guichen,35,8 995
nb-habitant,bretagne,47,sarzeau,56,8 977
nb-habitant,bretagne,48,sene,56,8 944
nb-habitant,bretagne,49,queven,56,8 790
nb-habitant,bretagne,50,plabennec,29,8 589
nb-habitant,centre-val-de-loire,1,tours,37,137 658
nb-habitant,centre-val-de-loire,2,orleans,45,116 617
nb-habitant,centre-val-de-loire,3,bourges,18,63 702
nb-habitant,centre-val-de-loire,4,blois,41,46 813
nb-habitant,centre-val-de-loire,5,châteauroux,36,42 968
nb-habitant,centre-val-de-loire,6,chartres,28,38 447
nb-habitant,centre-val-de-loire,7,joue-les-tours,37,38 183
nb-habitant,centre-val-de-loire,8,dreux,28,30 879
nb-habitant,centre-val-de-loire,9,vierzon,18,25 348
nb-habitant,centre-val-de-loire,10,olivet,45,22 855
nb-habitant,centre-val-de-loire,11,saint-jean-de-braye,45,21 700
nb-habitant,centre-val-de-loire,12,fleury-les-aubrais,45,21 438
nb-habitant,centre-val-de-loire,13,romorantin-lanthenay,41,18 115
nb-habitant,centre-val-de-loire,14,saint-cyr-sur-loire,37,17 004
nb-habitant,centre-val-de-loire,15,saran,45,16 679
nb-habitant,centre-val-de-loire,16,saint-jean-de-la-ruelle,45,16 594
nb-habitant,centre-val-de-loire,17,saint-pierre-des-corps,37,15 909
nb-habitant,centre-val-de-loire,18,vendome,41,15 747
nb-habitant,centre-val-de-loire,19,luce,28,15 602
nb-habitant,centre-val-de-loire,20,montargis,45,15 061
nb-habitant,centre-val-de-loire,21,saint-avertin,37,15 000
nb-habitant,centre-val-de-loire,22,gien,45,13 387
nb-habitant,centre-val-de-loire,23,amilly,45,13 267
nb-habitant,centre-val-de-loire,24,amboise,37,12 938
nb-habitant,centre-val-de-loire,25,châteaudun,28,12 909
nb-habitant,centre-val-de-loire,26,châlette-sur-loing,45,12 728
nb-habitant,centre-val-de-loire,27,vernouillet,28,12 455
nb-habitant,centre-val-de-loire,28,chambray-les-tours,37,11 589
nb-habitant,centre-val-de-loire,29,mainvilliers,28,11 057
nb-habitant,centre-val-de-loire,30,montlouis-sur-loire,37,11 048
nb-habitant,centre-val-de-loire,31,issoudun,36,10 992
nb-habitant,centre-val-de-loire,32,fondettes,37,10 741
nb-habitant,centre-val-de-loire,33,la-riche,37,10 325
nb-habitant,centre-val-de-loire,34,la-chapelle-saint-mesmin,45,10 218
nb-habitant,centre-val-de-loire,35,ingre,45,9 755
nb-habitant,centre-val-de-loire,36,saint-doulchard,18,9 645
nb-habitant,centre-val-de-loire,37,saint-amand-montrond,18,9 459
nb-habitant,centre-val-de-loire,38,saint-jean-le-blanc,45,9 379
nb-habitant,centre-val-de-loire,39,nogent-le-rotrou,28,9 341
nb-habitant,centre-val-de-loire,40,pithiviers,45,9 094
nb-habitant,centre-val-de-loire,41,checy,45,8 808
nb-habitant,centre-val-de-loire,42,châteauneuf-sur-loire,45,8 416
nb-habitant,centre-val-de-loire,43,ballan-mire,37,8 217
nb-habitant,centre-val-de-loire,44,vineuil,41,8 067
nb-habitant,centre-val-de-loire,45,chinon,37,8 052
nb-habitant,centre-val-de-loire,46,le-malesherbois,45,8 005
nb-habitant,centre-val-de-loire,47,monts,37,7 914
nb-habitant,centre-val-de-loire,48,saint-denis-en-val,45,7 654
nb-habitant,centre-val-de-loire,49,deols,36,7 625
nb-habitant,centre-val-de-loire,50,beaugency,45,7 598
nb-habitant,corse,1,ajaccio-(2a),,73 822
nb-habitant,corse,2,bastia-(2b),,48 768
nb-habitant,corse,3,porto-vecchio-(2a),,11 229
nb-habitant,corse,4,borgo-(2b),,9 678
nb-habitant,corse,5,biguglia-(2b),,7 654
nb-habitant,corse,6,corte-(2b),,7 654
nb-habitant,corse,7,lucciana-(2b),,6 091
nb-habitant,corse,8,furiani-(2b),,6 032
nb-habitant,corse,9,calvi-(2b),,5 746
nb-habitant,corse,10,bastelicaccia-(2a),,4 251
nb-habitant,corse,11,ghisonaccia-(2b),,4 248
nb-habitant,corse,12,propriano-(2a),,3 741
nb-habitant,corse,13,prunelli-di-fiumorbo-(2b),,3 737
nb-habitant,corse,14,alata-(2a),,3 587
nb-habitant,corse,15,sartene-(2a),,3 570
nb-habitant,corse,16,penta-di-casinca-(2b),,3 376
nb-habitant,corse,17,grosseto-prugna-(2a),,3 349
nb-habitant,corse,18,afa-(2a),,3 336
nb-habitant,corse,19,sarrola-carcopino-(2a),,3 278
nb-habitant,corse,20,ville-di-pietrabugno-(2b),,3 232
nb-habitant,corse,21,lile-rousse-(2b),,3 220
nb-habitant,corse,22,vescovato-(2b),,3 212
nb-habitant,corse,23,bonifacio-(2a),,3 200
nb-habitant,corse,24,san-martino-di-lota-(2b),,2 936
nb-habitant,corse,25,zonza-(2a),,2 748
nb-habitant,corse,26,calenzana-(2b),,2 566
nb-habitant,corse,27,ventiseri-(2b),,2 556
nb-habitant,corse,28,aleria-(2b),,2 211
nb-habitant,corse,29,cervione-(2b),,2 172
nb-habitant,corse,30,peri-(2a),,2 040
nb-habitant,corse,31,san-nicolao-(2b),,2 033
nb-habitant,corse,32,cuttoli-corticchiato-(2a),,2 030
nb-habitant,corse,33,monticello-(2b),,2 029
nb-habitant,corse,34,pietrosella-(2a),,1 968
nb-habitant,corse,35,santa-maria-di-lota-(2b),,1 965
nb-habitant,corse,36,lecci-(2a),,1 939
nb-habitant,corse,37,venzolasca-(2b),,1 808
nb-habitant,corse,38,oletta-(2b),,1 801
nb-habitant,corse,39,albitreccia-(2a),,1 775
nb-habitant,corse,40,appietto-(2a),,1 773
nb-habitant,corse,41,sotta-(2a),,1 711
nb-habitant,corse,42,saint-florent-(2b),,1 689
nb-habitant,corse,43,figari-(2a),,1 651
nb-habitant,corse,44,brando-(2b),,1 580
nb-habitant,corse,45,santa-lucia-di-moriani-(2b),,1 523
nb-habitant,corse,46,cauro-(2a),,1 481
nb-habitant,corse,47,sari-solenzara-(2a),,1 429
nb-habitant,corse,48,eccica-suarella-(2a),,1 357
nb-habitant,corse,49,olmeto-(2a),,1 241
nb-habitant,corse,50,cargese-(2a),,1 237
nb-habitant,grand-est,1,strasbourg,67,291 313
nb-habitant,grand-est,2,reims,51,179 380
nb-habitant,grand-est,3,metz,57,120 874
nb-habitant,grand-est,4,mulhouse,68,106 341
nb-habitant,grand-est,5,nancy,54,104 260
nb-habitant,grand-est,6,colmar,68,67 730
nb-habitant,grand-est,7,troyes,10,62 782
nb-habitant,grand-est,8,charleville-mezieres,08,46 398
nb-habitant,grand-est,9,châlons-en-champagne,51,43 877
nb-habitant,grand-est,10,thionville,57,42 163
nb-habitant,grand-est,11,haguenau,67,35 715
nb-habitant,grand-est,12,schiltigheim,67,34 129
nb-habitant,grand-est,13,epinal,88,32 285
nb-habitant,grand-est,14,vandoeuvre-les-nancy,54,29 537
nb-habitant,grand-est,15,illkirch-graffenstaden,67,27 118
nb-habitant,grand-est,16,saint-dizier,52,23 068
nb-habitant,grand-est,17,saint-louis,68,22 698
nb-habitant,grand-est,18,epernay,51,22 001
nb-habitant,grand-est,19,montigny-les-metz,57,21 854
nb-habitant,grand-est,20,chaumont,52,21 699
nb-habitant,grand-est,21,forbach,57,21 130
nb-habitant,grand-est,22,sarreguemines,57,20 624
nb-habitant,grand-est,23,lingolsheim,67,20 266
nb-habitant,grand-est,24,saint-die-des-vosges,88,19 319
nb-habitant,grand-est,25,selestat,67,19 300
nb-habitant,grand-est,26,bischheim,67,17 939
nb-habitant,grand-est,27,luneville,54,17 755
nb-habitant,grand-est,28,yutz,57,17 401
nb-habitant,grand-est,29,verdun,55,16 689
nb-habitant,grand-est,30,sedan,08,16 608
nb-habitant,grand-est,31,hayange,57,15 968
nb-habitant,grand-est,32,toul,54,15 849
nb-habitant,grand-est,33,wittenheim,68,15 262
nb-habitant,grand-est,34,longwy,54,15 191
nb-habitant,grand-est,35,saint-avold,57,15 045
nb-habitant,grand-est,36,illzach,68,14 829
nb-habitant,grand-est,37,fameck,57,14 798
nb-habitant,grand-est,38,romilly-sur-seine,10,14 766
nb-habitant,grand-est,39,villers-les-nancy,54,14 761
nb-habitant,grand-est,40,laxou,54,14 671
nb-habitant,grand-est,41,bar-le-duc,55,14 668
nb-habitant,grand-est,42,pont-à-mousson,54,14 338
nb-habitant,grand-est,43,woippy,57,14 302
nb-habitant,grand-est,44,rixheim,68,13 795
nb-habitant,grand-est,45,ostwald,67,13 310
nb-habitant,grand-est,46,kingersheim,68,13 178
nb-habitant,grand-est,47,freyming-merlebach,57,13 027
nb-habitant,grand-est,48,saint-andre-les-vergers,10,12 775
nb-habitant,grand-est,49,creutzwald,57,12 514
nb-habitant,grand-est,50,bischwiller,67,12 435
nb-habitant,hauts-de-france,1,lille,59,236 710
nb-habitant,hauts-de-france,2,amiens,80,133 625
nb-habitant,hauts-de-france,3,tourcoing,59,99 011
nb-habitant,hauts-de-france,4,roubaix,59,98 892
nb-habitant,hauts-de-france,5,dunkerque,59,86 788
nb-habitant,hauts-de-france,6,calais,62,67 380
nb-habitant,hauts-de-france,7,villeneuve-dascq,59,62 067
nb-habitant,hauts-de-france,8,beauvais,60,56 677
nb-habitant,hauts-de-france,9,saint-quentin,02,52 958
nb-habitant,hauts-de-france,10,valenciennes,59,42 991
nb-habitant,hauts-de-france,11,arras,62,42 600
nb-habitant,hauts-de-france,12,boulogne-sur-mer,62,40 910
nb-habitant,hauts-de-france,13,wattrelos,59,40 836
nb-habitant,hauts-de-france,14,compiegne,60,40 394
nb-habitant,hauts-de-france,15,douai,59,39 648
nb-habitant,hauts-de-france,16,marcq-en-baroeul,59,39 356
nb-habitant,hauts-de-france,17,creil,60,36 106
nb-habitant,hauts-de-france,18,lens,62,32 618
nb-habitant,hauts-de-france,19,cambrai,59,31 425
nb-habitant,hauts-de-france,20,lievin,62,30 149
nb-habitant,hauts-de-france,21,maubeuge,59,29 066
nb-habitant,hauts-de-france,22,soissons,02,28 705
nb-habitant,hauts-de-france,23,lambersart,59,27 121
nb-habitant,hauts-de-france,24,henin-beaumont,62,26 035
nb-habitant,hauts-de-france,25,armentieres,59,25 581
nb-habitant,hauts-de-france,26,bethune,62,24 992
nb-habitant,hauts-de-france,27,laon,02,24 021
nb-habitant,hauts-de-france,28,loos,59,23 013
nb-habitant,hauts-de-france,29,abbeville,80,22 595
nb-habitant,hauts-de-france,30,la-madeleine,59,22 488
nb-habitant,hauts-de-france,31,bruay-la-buissiere,62,21 827
nb-habitant,hauts-de-france,32,hazebrouck,59,21 498
nb-habitant,hauts-de-france,33,mons-en-baroeul,59,21 467
nb-habitant,hauts-de-france,34,nogent-sur-oise,60,21 382
nb-habitant,hauts-de-france,35,wasquehal,59,20 836
nb-habitant,hauts-de-france,36,halluin,59,20 829
nb-habitant,hauts-de-france,37,croix,59,20 778
nb-habitant,hauts-de-france,38,coudekerque-branche,59,20 765
nb-habitant,hauts-de-france,39,denain,59,20 640
nb-habitant,hauts-de-france,40,grande-synthe,59,20 331
nb-habitant,hauts-de-france,41,ronchin,59,19 437
nb-habitant,hauts-de-france,42,hem,59,18 713
nb-habitant,hauts-de-france,43,faches-thumesnil,59,18 110
nb-habitant,hauts-de-france,44,carvin,62,17 852
nb-habitant,hauts-de-france,45,avion,62,17 672
nb-habitant,hauts-de-france,46,saint-amand-les-eaux,59,15 980
nb-habitant,hauts-de-france,47,sin-le-noble,59,15 603
nb-habitant,hauts-de-france,48,wattignies,59,15 531
nb-habitant,hauts-de-france,49,senlis,60,15 255
nb-habitant,hauts-de-france,50,château-thierry,02,15 204
nb-habitant,ile-de-france,1,paris,75,2 133 111
nb-habitant,ile-de-france,2,boulogne-billancourt,92,119 808
nb-habitant,ile-de-france,3,saint-denis,93,113 942
nb-habitant,ile-de-france,4,montreuil,93,111 455
nb-habitant,ile-de-france,5,argenteuil,95,107 221
nb-habitant,ile-de-france,6,nanterre,92,97 351
nb-habitant,ile-de-france,7,vitry-sur-seine,94,96 205
nb-habitant,ile-de-france,8,creteil,94,92 989
nb-habitant,ile-de-france,9,aubervilliers,93,90 071
nb-habitant,ile-de-france,10,asnieres-sur-seine,92,89 662
nb-habitant,ile-de-france,11,colombes,92,88 870
nb-habitant,ile-de-france,12,aulnay-sous-bois,93,86 135
nb-habitant,ile-de-france,13,versailles,78,83 587
nb-habitant,ile-de-france,14,courbevoie,92,81 516
nb-habitant,ile-de-france,15,rueil-malmaison,92,78 186
nb-habitant,ile-de-france,16,champigny-sur-marne,94,77 724
nb-habitant,ile-de-france,17,saint-maur-des-fosses,94,75 441
nb-habitant,ile-de-france,18,drancy,93,71 363
nb-habitant,ile-de-france,19,noisy-le-grand,93,70 374
nb-habitant,ile-de-france,20,issy-les-moulineaux,92,68 580
nb-habitant,ile-de-france,21,cergy,95,68 348
nb-habitant,ile-de-france,22,levallois-perret,92,68 009
nb-habitant,ile-de-france,23,evry-courcouronnes,91,66 177
nb-habitant,ile-de-france,24,clichy,92,64 849
nb-habitant,ile-de-france,25,ivry-sur-seine,94,64 001
nb-habitant,ile-de-france,26,antony,92,63 232
nb-habitant,ile-de-france,27,pantin,93,60 800
nb-habitant,ile-de-france,28,neuilly-sur-seine,92,59 267
nb-habitant,ile-de-france,29,sarcelles,95,58 424
nb-habitant,ile-de-france,30,le-blanc-mesnil,93,58 257
nb-habitant,ile-de-france,31,maisons-alfort,94,58 068
nb-habitant,ile-de-france,32,villejuif,94,57 753
nb-habitant,ile-de-france,33,meaux,77,55 616
nb-habitant,ile-de-france,34,bobigny,93,55 056
nb-habitant,ile-de-france,35,clamart,92,54 491
nb-habitant,ile-de-france,36,chelles,77,54 309
nb-habitant,ile-de-france,37,epinay-sur-seine,93,53 489
nb-habitant,ile-de-france,38,saint-ouen-sur-seine,93,53 207
nb-habitant,ile-de-france,39,bondy,93,52 905
nb-habitant,ile-de-france,40,corbeil-essonnes,91,52 683
nb-habitant,ile-de-france,41,sevran,93,51 845
nb-habitant,ile-de-france,42,fontenay-sous-bois,94,51 812
nb-habitant,ile-de-france,43,sartrouville,78,51 220
nb-habitant,ile-de-france,44,massy,91,50 962
nb-habitant,ile-de-france,45,gennevilliers,92,49 410
nb-habitant,ile-de-france,46,suresnes,92,49 104
nb-habitant,ile-de-france,47,vincennes,94,48 798
nb-habitant,ile-de-france,48,montrouge,92,47 657
nb-habitant,ile-de-france,49,la-courneuve,93,47 160
nb-habitant,ile-de-france,50,meudon,92,46 342
nb-habitant,normandie,1,le-havre,76,166 058
nb-habitant,normandie,2,rouen,76,114 083
nb-habitant,normandie,3,caen,14,108 200
nb-habitant,normandie,4,cherbourg-en-cotentin,50,77 808
nb-habitant,normandie,5,evreux,27,47 289
nb-habitant,normandie,6,sotteville-les-rouen,76,28 965
nb-habitant,normandie,7,saint-etienne-du-rouvray,76,28 508
nb-habitant,normandie,8,dieppe,76,28 358
nb-habitant,normandie,9,le-grand-quevilly,76,25 975
nb-habitant,normandie,10,alençon,61,25 555
nb-habitant,normandie,11,vernon,27,24 543
nb-habitant,normandie,12,herouville-saint-clair,14,22 227
nb-habitant,normandie,13,le-petit-quevilly,76,21 782
nb-habitant,normandie,14,mont-saint-aignan,76,20 066
nb-habitant,normandie,15,lisieux,14,19 807
nb-habitant,normandie,16,saint-lo,50,19 373
nb-habitant,normandie,17,louviers,27,18 350
nb-habitant,normandie,18,fecamp,76,18 016
nb-habitant,normandie,19,vire-normandie,14,17 135
nb-habitant,normandie,20,elbeuf,76,15 951
nb-habitant,normandie,21,montivilliers,76,15 457
nb-habitant,normandie,22,flers,61,14 482
nb-habitant,normandie,23,bois-guillaume,76,14 262
nb-habitant,normandie,24,canteleu,76,13 966
nb-habitant,normandie,25,argentan,61,13 291
nb-habitant,normandie,26,bayeux,14,12 775
nb-habitant,normandie,27,val-de-reuil,27,12 647
nb-habitant,normandie,28,granville,50,12 581
nb-habitant,normandie,29,oissel,76,12 367
nb-habitant,normandie,30,barentin,76,12 154
nb-habitant,normandie,31,ifs,14,11 981
nb-habitant,normandie,32,gisors,27,11 919
nb-habitant,normandie,33,bolbec,76,11 635
nb-habitant,normandie,34,yvetot,76,11 385
nb-habitant,normandie,35,la-hague,50,11 223
nb-habitant,normandie,36,maromme,76,11 024
nb-habitant,normandie,37,deville-les-rouen,76,10 745
nb-habitant,normandie,38,port-jerome-sur-seine,76,10 387
nb-habitant,normandie,39,avranches,50,10 240
nb-habitant,normandie,40,carentan-les-marais,50,10 220
nb-habitant,normandie,41,caudebec-les-elbeuf,76,10 135
nb-habitant,normandie,42,mondeville,14,10 075
nb-habitant,normandie,43,pont-audemer,27,9 848
nb-habitant,normandie,44,darnetal,76,9 738
nb-habitant,normandie,45,grand-couronne,76,9 726
nb-habitant,normandie,46,petit-caux,76,9 625
nb-habitant,normandie,47,bernay,27,9 622
nb-habitant,normandie,48,mezidon-vallee-dauge,14,9 579
nb-habitant,normandie,49,ouistreham,14,9 331
nb-habitant,normandie,50,gonfreville-lorcher,76,8 961
nb-habitant,nouvelle-aquitaine,1,bordeaux,33,261 804
nb-habitant,nouvelle-aquitaine,2,limoges,87,129 760
nb-habitant,nouvelle-aquitaine,3,poitiers,86,90 240
nb-habitant,nouvelle-aquitaine,4,la-rochelle,17,78 535
nb-habitant,nouvelle-aquitaine,5,pau,64,77 066
nb-habitant,nouvelle-aquitaine,6,merignac,33,75 729
nb-habitant,nouvelle-aquitaine,7,pessac,33,66 760
nb-habitant,nouvelle-aquitaine,8,niort,79,59 309
nb-habitant,nouvelle-aquitaine,9,bayonne,64,52 749
nb-habitant,nouvelle-aquitaine,10,brive-la-gaillarde,19,46 599
nb-habitant,nouvelle-aquitaine,11,talence,33,45 225
nb-habitant,nouvelle-aquitaine,12,anglet,64,41 153
nb-habitant,nouvelle-aquitaine,13,angouleme,16,41 086
nb-habitant,nouvelle-aquitaine,14,villenave-dornon,33,40 500
nb-habitant,nouvelle-aquitaine,15,saint-medard-en-jalles,33,32 538
nb-habitant,nouvelle-aquitaine,16,agen,47,32 485
nb-habitant,nouvelle-aquitaine,17,châtellerault,86,31 284
nb-habitant,nouvelle-aquitaine,18,begles,33,30 813
nb-habitant,nouvelle-aquitaine,19,mont-de-marsan,40,30 674
nb-habitant,nouvelle-aquitaine,20,perigueux,24,29 516
nb-habitant,nouvelle-aquitaine,21,cenon,33,26 778
nb-habitant,nouvelle-aquitaine,22,la-teste-de-buch,33,26 556
nb-habitant,nouvelle-aquitaine,23,bergerac,24,26 323
nb-habitant,nouvelle-aquitaine,24,gradignan,33,25 835
nb-habitant,nouvelle-aquitaine,25,biarritz,64,25 764
nb-habitant,nouvelle-aquitaine,26,saintes,17,25 518
nb-habitant,nouvelle-aquitaine,27,libourne,33,24 557
